"행정구역별(시군구)","성별","경제활동별","항목","단위","2015 년",
"광진구","여자","일하였음","60세 이상-계","","5042",
"광진구","여자","일하였음","60~64세","","3096",
"광진구","여자","일하였음","65~69세","","1169",
"광진구","여자","일하였음","70~74세","","563",
"광진구","여자","일하였음","75~79세","","173",
"광진구","여자","일하였음","80~84세","","41",
"광진구","여자","일하였음","85세 이상","","",
"광진구","여자","일하지않았음","60세 이상-계","","25983",
"광진구","여자","일하지않았음","60~64세","","6727",
"광진구","여자","일하지않았음","65~69세","","6241",
"광진구","여자","일하지않았음","70~74세","","5043",
"광진구","여자","일하지않았음","75~79세","","3824",
"광진구","여자","일하지않았음","80~84세","","2349",
"광진구","여자","일하지않았음","85세 이상","","1799",
"동대문구","계","계","60세 이상-계","","71332",
"동대문구","계","계","60~64세","","21614",
"동대문구","계","계","65~69세","","17474",
"동대문구","계","계","70~74세","","14350",
"동대문구","계","계","75~79세","","9690",
"동대문구","계","계","80~84세","","5141",
"동대문구","계","계","85세 이상","","3063",
"동대문구","계","일하였음","60세 이상-계","","19386",
"동대문구","계","일하였음","60~64세","","10671",
"동대문구","계","일하였음","65~69세","","5271",
"동대문구","계","일하였음","70~74세","","2443",
"동대문구","계","일하였음","75~79세","","763",
"동대문구","계","일하였음","80~84세","","217",
"동대문구","계","일하였음","85세 이상","","21",
"동대문구","계","일하지않았음","60세 이상-계","","51946",
"동대문구","계","일하지않았음","60~64세","","10943",
"동대문구","계","일하지않았음","65~69세","","12203",
"동대문구","계","일하지않았음","70~74세","","11907",
"동대문구","계","일하지않았음","75~79세","","8927",
"동대문구","계","일하지않았음","80~84세","","4924",
"동대문구","계","일하지않았음","85세 이상","","3042",
"동대문구","남자","계","60세 이상-계","","32469",
"동대문구","남자","계","60~64세","","10343",
"동대문구","남자","계","65~69세","","8385",
"동대문구","남자","계","70~74세","","6644",
"동대문구","남자","계","75~79세","","4275",
"동대문구","남자","계","80~84세","","1937",
"동대문구","남자","계","85세 이상","","885",
"동대문구","남자","일하였음","60세 이상-계","","12986",
"동대문구","남자","일하였음","60~64세","","6900",
"동대문구","남자","일하였음","65~69세","","3784",
"동대문구","남자","일하였음","70~74세","","1671",
"동대문구","남자","일하였음","75~79세","","498",
"동대문구","남자","일하였음","80~84세","","113",
"동대문구","남자","일하였음","85세 이상","","20",
"동대문구","남자","일하지않았음","60세 이상-계","","19483",
"동대문구","남자","일하지않았음","60~64세","","3443",
"동대문구","남자","일하지않았음","65~69세","","4601",
"동대문구","남자","일하지않았음","70~74세","","4973",
"동대문구","남자","일하지않았음","75~79세","","3777",
"동대문구","남자","일하지않았음","80~84세","","1824",
"동대문구","남자","일하지않았음","85세 이상","","865",
"동대문구","여자","계","60세 이상-계","","38863",
"동대문구","여자","계","60~64세","","11271",
"동대문구","여자","계","65~69세","","9089",
"동대문구","여자","계","70~74세","","7706",
"동대문구","여자","계","75~79세","","5415",
"동대문구","여자","계","80~84세","","3204",
"동대문구","여자","계","85세 이상","","2178",
"동대문구","여자","일하였음","60세 이상-계","","6400",
"동대문구","여자","일하였음","60~64세","","3771",
"동대문구","여자","일하였음","65~69세","","1487",
"동대문구","여자","일하였음","70~74세","","772",
"동대문구","여자","일하였음","75~79세","","265",
"동대문구","여자","일하였음","80~84세","","104",
"동대문구","여자","일하였음","85세 이상","","1",
"동대문구","여자","일하지않았음","60세 이상-계","","32463",
"동대문구","여자","일하지않았음","60~64세","","7500",
"동대문구","여자","일하지않았음","65~69세","","7602",
"동대문구","여자","일하지않았음","70~74세","","6934",
"동대문구","여자","일하지않았음","75~79세","","5150",
"동대문구","여자","일하지않았음","80~84세","","3100",
"동대문구","여자","일하지않았음","85세 이상","","2177",
"중랑구","계","계","60세 이상-계","","76992",
"중랑구","계","계","60~64세","","24914",
"중랑구","계","계","65~69세","","19128",
"중랑구","계","계","70~74세","","15119",
"중랑구","계","계","75~79세","","9566",
"중랑구","계","계","80~84세","","5020",
"중랑구","계","계","85세 이상","","3245",
"중랑구","계","일하였음","60세 이상-계","","21482",
"중랑구","계","일하였음","60~64세","","12317",
"중랑구","계","일하였음","65~69세","","5975",
"중랑구","계","일하였음","70~74세","","2400",
"중랑구","계","일하였음","75~79세","","689",
"중랑구","계","일하였음","80~84세","","95",
"중랑구","계","일하였음","85세 이상","","6",
"중랑구","계","일하지않았음","60세 이상-계","","55510",
"중랑구","계","일하지않았음","60~64세","","12597",
"중랑구","계","일하지않았음","65~69세","","13153",
"중랑구","계","일하지않았음","70~74세","","12719",
"중랑구","계","일하지않았음","75~79세","","8877",
"중랑구","계","일하지않았음","80~84세","","4925",
"중랑구","계","일하지않았음","85세 이상","","3239",
"중랑구","남자","계","60세 이상-계","","35127",
"중랑구","남자","계","60~64세","","12101",
"중랑구","남자","계","65~69세","","9116",
"중랑구","남자","계","70~74세","","7158",
"중랑구","남자","계","75~79세","","4204",
"중랑구","남자","계","80~84세","","1808",
"중랑구","남자","계","85세 이상","","740",
"중랑구","남자","일하였음","60세 이상-계","","14795",
"중랑구","남자","일하였음","60~64세","","8290",
"중랑구","남자","일하였음","65~69세","","4227",
"중랑구","남자","일하였음","70~74세","","1822",
"중랑구","남자","일하였음","75~79세","","390",
"중랑구","남자","일하였음","80~84세","","60",
"중랑구","남자","일하였음","85세 이상","","6",
"중랑구","남자","일하지않았음","60세 이상-계","","20332",
"중랑구","남자","일하지않았음","60~64세","","3811",
"중랑구","남자","일하지않았음","65~69세","","4889",
"중랑구","남자","일하지않았음","70~74세","","5336",
"중랑구","남자","일하지않았음","75~79세","","3814",
"중랑구","남자","일하지않았음","80~84세","","1748",
"중랑구","남자","일하지않았음","85세 이상","","734",
"중랑구","여자","계","60세 이상-계","","41865",
"중랑구","여자","계","60~64세","","12813",
"중랑구","여자","계","65~69세","","10012",
"중랑구","여자","계","70~74세","","7961",
"중랑구","여자","계","75~79세","","5362",
"중랑구","여자","계","80~84세","","3212",
"중랑구","여자","계","85세 이상","","2505",
"중랑구","여자","일하였음","60세 이상-계","","6687",
"중랑구","여자","일하였음","60~64세","","4027",
"중랑구","여자","일하였음","65~69세","","1748",
"중랑구","여자","일하였음","70~74세","","578",
"중랑구","여자","일하였음","75~79세","","299",
"중랑구","여자","일하였음","80~84세","","35",
"중랑구","여자","일하였음","85세 이상","","",
"중랑구","여자","일하지않았음","60세 이상-계","","35178",
"중랑구","여자","일하지않았음","60~64세","","8786",
"중랑구","여자","일하지않았음","65~69세","","8264",
"중랑구","여자","일하지않았음","70~74세","","7383",
"중랑구","여자","일하지않았음","75~79세","","5063",
"중랑구","여자","일하지않았음","80~84세","","3177",
"중랑구","여자","일하지않았음","85세 이상","","2505",
"성북구","계","계","60세 이상-계","","85368",
"성북구","계","계","60~64세","","25316",
"성북구","계","계","65~69세","","20418",
"성북구","계","계","70~74세","","17458",
"성북구","계","계","75~79세","","12067",
"성북구","계","계","80~84세","","6251",
"성북구","계","계","85세 이상","","3858",
"성북구","계","일하였음","60세 이상-계","","22545",
"성북구","계","일하였음","60~64세","","12135",
"성북구","계","일하였음","65~69세","","6096",
"성북구","계","일하였음","70~74세","","2961",
"성북구","계","일하였음","75~79세","","1020",
"성북구","계","일하였음","80~84세","","275",
"성북구","계","일하였음","85세 이상","","58",
"성북구","계","일하지않았음","60세 이상-계","","62823",
"성북구","계","일하지않았음","60~64세","","13181",
"성북구","계","일하지않았음","65~69세","","14322",
"성북구","계","일하지않았음","70~74세","","14497",
"성북구","계","일하지않았음","75~79세","","11047",
"성북구","계","일하지않았음","80~84세","","5976",
"성북구","계","일하지않았음","85세 이상","","3800",
