"행정구역별","성별","경제활동상태별","항목","단위","2015 년",
"종로구","계","일하지 않았음","시각장애","","596",
"종로구","계","일하지 않았음","청각장애","","814",
"종로구","계","일하지 않았음","언어장애","","322",
"종로구","계","일하지 않았음","치매","","703",
"종로구","계","일하지 않았음","뇌졸중(중풍)","","637",
"종로구","계","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","5106",
"종로구","계","일하지 않았음","지적·자폐성 장애","","267",
"종로구","계","일하지 않았음","정신적 질환 등 정신적제약","","512",
"종로구","남자","계","15세 이상 인구-계","","64024",
"종로구","남자","계","제약없음-계","","60522",
"종로구","남자","계","제약있음-계","","3502",
"종로구","남자","계","시각장애","","329",
"종로구","남자","계","청각장애","","467",
"종로구","남자","계","언어장애","","158",
"종로구","남자","계","치매","","196",
"종로구","남자","계","뇌졸중(중풍)","","366",
"종로구","남자","계","걷기, 계단 오르기, 들고 운반하기","","2263",
"종로구","남자","계","지적·자폐성 장애","","186",
"종로구","남자","계","정신적 질환 등 정신적제약","","293",
"종로구","남자","일하였음","15세 이상 인구-계","","39675",
"종로구","남자","일하였음","제약없음-계","","38731",
"종로구","남자","일하였음","제약있음-계","","944",
"종로구","남자","일하였음","시각장애","","116",
"종로구","남자","일하였음","청각장애","","144",
"종로구","남자","일하였음","언어장애","","26",
"종로구","남자","일하였음","치매","","11",
"종로구","남자","일하였음","뇌졸중(중풍)","","83",
"종로구","남자","일하였음","걷기, 계단 오르기, 들고 운반하기","","544",
"종로구","남자","일하였음","지적·자폐성 장애","","43",
"종로구","남자","일하였음","정신적 질환 등 정신적제약","","54",
"종로구","남자","일하지 않았음","15세 이상 인구-계","","24349",
"종로구","남자","일하지 않았음","제약없음-계","","21791",
"종로구","남자","일하지 않았음","제약있음-계","","2558",
"종로구","남자","일하지 않았음","시각장애","","213",
"종로구","남자","일하지 않았음","청각장애","","323",
"종로구","남자","일하지 않았음","언어장애","","132",
"종로구","남자","일하지 않았음","치매","","185",
"종로구","남자","일하지 않았음","뇌졸중(중풍)","","283",
"종로구","남자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","1719",
"종로구","남자","일하지 않았음","지적·자폐성 장애","","143",
"종로구","남자","일하지 않았음","정신적 질환 등 정신적제약","","239",
"종로구","여자","계","15세 이상 인구-계","","69256",
"종로구","여자","계","제약없음-계","","64184",
"종로구","여자","계","제약있음-계","","5072",
"종로구","여자","계","시각장애","","422",
"종로구","여자","계","청각장애","","520",
"종로구","여자","계","언어장애","","206",
"종로구","여자","계","치매","","524",
"종로구","여자","계","뇌졸중(중풍)","","384",
"종로구","여자","계","걷기, 계단 오르기, 들고 운반하기","","3917",
"종로구","여자","계","지적·자폐성 장애","","129",
"종로구","여자","계","정신적 질환 등 정신적제약","","315",
"종로구","여자","일하였음","15세 이상 인구-계","","32590",
"종로구","여자","일하였음","제약없음-계","","31922",
"종로구","여자","일하였음","제약있음-계","","668",
"종로구","여자","일하였음","시각장애","","39",
"종로구","여자","일하였음","청각장애","","29",
"종로구","여자","일하였음","언어장애","","16",
"종로구","여자","일하였음","치매","","6",
"종로구","여자","일하였음","뇌졸중(중풍)","","30",
"종로구","여자","일하였음","걷기, 계단 오르기, 들고 운반하기","","530",
"종로구","여자","일하였음","지적·자폐성 장애","","5",
"종로구","여자","일하였음","정신적 질환 등 정신적제약","","42",
"종로구","여자","일하지 않았음","15세 이상 인구-계","","36666",
"종로구","여자","일하지 않았음","제약없음-계","","32262",
"종로구","여자","일하지 않았음","제약있음-계","","4404",
"종로구","여자","일하지 않았음","시각장애","","383",
"종로구","여자","일하지 않았음","청각장애","","491",
"종로구","여자","일하지 않았음","언어장애","","190",
"종로구","여자","일하지 않았음","치매","","518",
"종로구","여자","일하지 않았음","뇌졸중(중풍)","","354",
"종로구","여자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","3387",
"종로구","여자","일하지 않았음","지적·자폐성 장애","","124",
"종로구","여자","일하지 않았음","정신적 질환 등 정신적제약","","273",
"중구","계","계","15세 이상 인구-계","","107314",
"중구","계","계","제약없음-계","","100052",
"중구","계","계","제약있음-계","","7262",
"중구","계","계","시각장애","","627",
"중구","계","계","청각장애","","772",
"중구","계","계","언어장애","","289",
"중구","계","계","치매","","492",
"중구","계","계","뇌졸중(중풍)","","773",
"중구","계","계","걷기, 계단 오르기, 들고 운반하기","","5230",
"중구","계","계","지적·자폐성 장애","","275",
"중구","계","계","정신적 질환 등 정신적제약","","741",
"중구","계","일하였음","15세 이상 인구-계","","59861",
"중구","계","일하였음","제약없음-계","","58424",
"중구","계","일하였음","제약있음-계","","1437",
"중구","계","일하였음","시각장애","","199",
"중구","계","일하였음","청각장애","","125",
"중구","계","일하였음","언어장애","","34",
"중구","계","일하였음","치매","","3",
"중구","계","일하였음","뇌졸중(중풍)","","80",
"중구","계","일하였음","걷기, 계단 오르기, 들고 운반하기","","939",
"중구","계","일하였음","지적·자폐성 장애","","45",
"중구","계","일하였음","정신적 질환 등 정신적제약","","111",
"중구","계","일하지 않았음","15세 이상 인구-계","","47453",
"중구","계","일하지 않았음","제약없음-계","","41628",
"중구","계","일하지 않았음","제약있음-계","","5825",
"중구","계","일하지 않았음","시각장애","","428",
"중구","계","일하지 않았음","청각장애","","647",
"중구","계","일하지 않았음","언어장애","","255",
"중구","계","일하지 않았음","치매","","489",
"중구","계","일하지 않았음","뇌졸중(중풍)","","693",
"중구","계","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","4291",
"중구","계","일하지 않았음","지적·자폐성 장애","","230",
"중구","계","일하지 않았음","정신적 질환 등 정신적제약","","630",
"중구","남자","계","15세 이상 인구-계","","51927",
"중구","남자","계","제약없음-계","","48768",
"중구","남자","계","제약있음-계","","3159",
"중구","남자","계","시각장애","","323",
"중구","남자","계","청각장애","","372",
"중구","남자","계","언어장애","","131",
"중구","남자","계","치매","","151",
"중구","남자","계","뇌졸중(중풍)","","469",
"중구","남자","계","걷기, 계단 오르기, 들고 운반하기","","1944",
"중구","남자","계","지적·자폐성 장애","","159",
"중구","남자","계","정신적 질환 등 정신적제약","","459",
"중구","남자","일하였음","15세 이상 인구-계","","33744",
"중구","남자","일하였음","제약없음-계","","32942",
"중구","남자","일하였음","제약있음-계","","802",
"중구","남자","일하였음","시각장애","","122",
"중구","남자","일하였음","청각장애","","91",
"중구","남자","일하였음","언어장애","","29",
"중구","남자","일하였음","치매","","2",
"중구","남자","일하였음","뇌졸중(중풍)","","64",
"중구","남자","일하였음","걷기, 계단 오르기, 들고 운반하기","","461",
"중구","남자","일하였음","지적·자폐성 장애","","22",
"중구","남자","일하였음","정신적 질환 등 정신적제약","","84",
"중구","남자","일하지 않았음","15세 이상 인구-계","","18183",
"중구","남자","일하지 않았음","제약없음-계","","15826",
"중구","남자","일하지 않았음","제약있음-계","","2357",
"중구","남자","일하지 않았음","시각장애","","201",
"중구","남자","일하지 않았음","청각장애","","281",
"중구","남자","일하지 않았음","언어장애","","102",
"중구","남자","일하지 않았음","치매","","149",
"중구","남자","일하지 않았음","뇌졸중(중풍)","","405",
"중구","남자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","1483",
"중구","남자","일하지 않았음","지적·자폐성 장애","","137",
"중구","남자","일하지 않았음","정신적 질환 등 정신적제약","","375",
"중구","여자","계","15세 이상 인구-계","","55387",
"중구","여자","계","제약없음-계","","51284",
