"행정구역별(시군구)","성별","교육정도별","항목","단위","2015 년",
"읍부","여자","초등학교","일하지 않았음","","174995",
"읍부","여자","초등학교","미상","","",
"읍부","여자","중학교","15세 이상 인구","","203035",
"읍부","여자","중학교","일하였음-계","","90075",
"읍부","여자","중학교","주로 일하였음","","83273",
"읍부","여자","중학교","틈틈이 일하였음","","6024",
"읍부","여자","중학교","일시 휴직","","778",
"읍부","여자","중학교","일하지 않았음","","112960",
"읍부","여자","중학교","미상","","",
"읍부","여자","고등학교","15세 이상 인구","","657639",
"읍부","여자","고등학교","일하였음-계","","323899",
"읍부","여자","고등학교","주로 일하였음","","299766",
"읍부","여자","고등학교","틈틈이 일하였음","","20635",
"읍부","여자","고등학교","일시 휴직","","3498",
"읍부","여자","고등학교","일하지 않았음","","333740",
"읍부","여자","고등학교","미상","","",
"읍부","여자","대학(4년제 미만)","15세 이상 인구","","249929",
"읍부","여자","대학(4년제 미만)","일하였음-계","","142281",
"읍부","여자","대학(4년제 미만)","주로 일하였음","","127866",
"읍부","여자","대학(4년제 미만)","틈틈이 일하였음","","11479",
"읍부","여자","대학(4년제 미만)","일시 휴직","","2936",
"읍부","여자","대학(4년제 미만)","일하지 않았음","","107648",
"읍부","여자","대학(4년제 미만)","미상","","",
"읍부","여자","대학교(4년제 이상)","15세 이상 인구","","314002",
"읍부","여자","대학교(4년제 이상)","일하였음-계","","165845",
"읍부","여자","대학교(4년제 이상)","주로 일하였음","","143691",
"읍부","여자","대학교(4년제 이상)","틈틈이 일하였음","","17692",
"읍부","여자","대학교(4년제 이상)","일시 휴직","","4462",
"읍부","여자","대학교(4년제 이상)","일하지 않았음","","148157",
"읍부","여자","대학교(4년제 이상)","미상","","",
"읍부","여자","대학원석사과정","15세 이상 인구","","33680",
"읍부","여자","대학원석사과정","일하였음-계","","23843",
"읍부","여자","대학원석사과정","주로 일하였음","","21245",
"읍부","여자","대학원석사과정","틈틈이 일하였음","","1708",
"읍부","여자","대학원석사과정","일시 휴직","","890",
"읍부","여자","대학원석사과정","일하지 않았음","","9837",
"읍부","여자","대학원석사과정","미상","","",
"읍부","여자","대학원박사과정","15세 이상 인구","","5017",
"읍부","여자","대학원박사과정","일하였음-계","","3951",
"읍부","여자","대학원박사과정","주로 일하였음","","3519",
"읍부","여자","대학원박사과정","틈틈이 일하였음","","362",
"읍부","여자","대학원박사과정","일시 휴직","","70",
"읍부","여자","대학원박사과정","일하지 않았음","","1066",
"읍부","여자","대학원박사과정","미상","","",
"읍부","여자","안 받았음(미취학 포함)","15세 이상 인구","","140444",
"읍부","여자","안 받았음(미취학 포함)","일하였음-계","","24363",
"읍부","여자","안 받았음(미취학 포함)","주로 일하였음","","21419",
"읍부","여자","안 받았음(미취학 포함)","틈틈이 일하였음","","2714",
"읍부","여자","안 받았음(미취학 포함)","일시 휴직","","230",
"읍부","여자","안 받았음(미취학 포함)","일하지 않았음","","116081",
"읍부","여자","안 받았음(미취학 포함)","미상","","",
"면부","계","계","15세 이상 인구","","4154558",
"면부","계","계","일하였음-계","","2493858",
"면부","계","계","주로 일하였음","","2338409",
"면부","계","계","틈틈이 일하였음","","132096",
"면부","계","계","일시 휴직","","23353",
"면부","계","계","일하지 않았음","","1660700",
"면부","계","계","미상","","",
"면부","계","초등학교","15세 이상 인구","","832966",
"면부","계","초등학교","일하였음-계","","477302",
"면부","계","초등학교","주로 일하였음","","442334",
"면부","계","초등학교","틈틈이 일하였음","","31499",
"면부","계","초등학교","일시 휴직","","3469",
"면부","계","초등학교","일하지 않았음","","355664",
"면부","계","초등학교","미상","","",
"면부","계","중학교","15세 이상 인구","","537687",
"면부","계","중학교","일하였음-계","","347689",
"면부","계","중학교","주로 일하였음","","328804",
"면부","계","중학교","틈틈이 일하였음","","16312",
"면부","계","중학교","일시 휴직","","2573",
"면부","계","중학교","일하지 않았음","","189998",
"면부","계","중학교","미상","","",
"면부","계","고등학교","15세 이상 인구","","1301026",
"면부","계","고등학교","일하였음-계","","851571",
"면부","계","고등학교","주로 일하였음","","812159",
"면부","계","고등학교","틈틈이 일하였음","","32005",
"면부","계","고등학교","일시 휴직","","7407",
"면부","계","고등학교","일하지 않았음","","449455",
"면부","계","고등학교","미상","","",
"면부","계","대학(4년제 미만)","15세 이상 인구","","391767",
"면부","계","대학(4년제 미만)","일하였음-계","","273876",
"면부","계","대학(4년제 미만)","주로 일하였음","","257027",
"면부","계","대학(4년제 미만)","틈틈이 일하였음","","13493",
"면부","계","대학(4년제 미만)","일시 휴직","","3356",
"면부","계","대학(4년제 미만)","일하지 않았음","","117891",
"면부","계","대학(4년제 미만)","미상","","",
"면부","계","대학교(4년제 이상)","15세 이상 인구","","578929",
"면부","계","대학교(4년제 이상)","일하였음-계","","362946",
"면부","계","대학교(4년제 이상)","주로 일하였음","","334069",
"면부","계","대학교(4년제 이상)","틈틈이 일하였음","","24148",
"면부","계","대학교(4년제 이상)","일시 휴직","","4729",
"면부","계","대학교(4년제 이상)","일하지 않았음","","215983",
"면부","계","대학교(4년제 이상)","미상","","",
"면부","계","대학원석사과정","15세 이상 인구","","69878",
"면부","계","대학원석사과정","일하였음-계","","52461",
"면부","계","대학원석사과정","주로 일하였음","","49061",
"면부","계","대학원석사과정","틈틈이 일하였음","","2611",
"면부","계","대학원석사과정","일시 휴직","","789",
"면부","계","대학원석사과정","일하지 않았음","","17417",
"면부","계","대학원석사과정","미상","","",
"면부","계","대학원박사과정","15세 이상 인구","","16173",
"면부","계","대학원박사과정","일하였음-계","","12947",
"면부","계","대학원박사과정","주로 일하였음","","12076",
"면부","계","대학원박사과정","틈틈이 일하였음","","713",
"면부","계","대학원박사과정","일시 휴직","","158",
"면부","계","대학원박사과정","일하지 않았음","","3226",
"면부","계","대학원박사과정","미상","","",
"면부","계","안 받았음(미취학 포함)","15세 이상 인구","","426132",
"면부","계","안 받았음(미취학 포함)","일하였음-계","","115066",
"면부","계","안 받았음(미취학 포함)","주로 일하였음","","102879",
"면부","계","안 받았음(미취학 포함)","틈틈이 일하였음","","11315",
"면부","계","안 받았음(미취학 포함)","일시 휴직","","872",
"면부","계","안 받았음(미취학 포함)","일하지 않았음","","311066",
"면부","계","안 받았음(미취학 포함)","미상","","",
"면부","남자","계","15세 이상 인구","","2067961",
"면부","남자","계","일하였음-계","","1450382",
"면부","남자","계","주로 일하였음","","1402587",
"면부","남자","계","틈틈이 일하였음","","35042",
"면부","남자","계","일시 휴직","","12753",
"면부","남자","계","일하지 않았음","","617579",
"면부","남자","계","미상","","",
"면부","남자","초등학교","15세 이상 인구","","326701",
"면부","남자","초등학교","일하였음-계","","212277",
"면부","남자","초등학교","주로 일하였음","","205667",
"면부","남자","초등학교","틈틈이 일하였음","","4769",
"면부","남자","초등학교","일시 휴직","","1841",
"면부","남자","초등학교","일하지 않았음","","114424",
"면부","남자","초등학교","미상","","",
"면부","남자","중학교","15세 이상 인구","","280323",
"면부","남자","중학교","일하였음-계","","196381",
"면부","남자","중학교","주로 일하였음","","191439",
"면부","남자","중학교","틈틈이 일하였음","","3237",
"면부","남자","중학교","일시 휴직","","1705",
"면부","남자","중학교","일하지 않았음","","83942",
"면부","남자","중학교","미상","","",
"면부","남자","고등학교","15세 이상 인구","","750513",
"면부","남자","고등학교","일하였음-계","","548710",
"면부","남자","고등학교","주로 일하였음","","535205",
"면부","남자","고등학교","틈틈이 일하였음","","8702",
"면부","남자","고등학교","일시 휴직","","4803",
"면부","남자","고등학교","일하지 않았음","","201803",
"면부","남자","고등학교","미상","","",
"면부","남자","대학(4년제 미만)","15세 이상 인구","","224023",
"면부","남자","대학(4년제 미만)","일하였음-계","","175547",
"면부","남자","대학(4년제 미만)","주로 일하였음","","168634",
