"행정구역(시군구)별","거주외국인별","연령별","항목","단위","2019 년",
"성동구","기타외국인","20 - 29세","외국인 주민현항","명","801",
"성동구","기타외국인","30 - 39세","외국인 주민현항","명","965",
"성동구","기타외국인","40 - 49세","외국인 주민현항","명","711",
"성동구","기타외국인","50 - 59세","외국인 주민현항","명","550",
"성동구","기타외국인","60 - 69세","외국인 주민현항","명","184",
"성동구","기타외국인","70세 이상","외국인 주민현항","명","48",
"성동구","한국국적을 취득한 자","계","외국인 주민현항","명","1087",
"성동구","한국국적을 취득한 자","0 - 9세","외국인 주민현항","명","29",
"성동구","한국국적을 취득한 자","10 - 19세","외국인 주민현항","명","35",
"성동구","한국국적을 취득한 자","20 - 29세","외국인 주민현항","명","82",
"성동구","한국국적을 취득한 자","30 - 39세","외국인 주민현항","명","248",
"성동구","한국국적을 취득한 자","40 - 49세","외국인 주민현항","명","281",
"성동구","한국국적을 취득한 자","50 - 59세","외국인 주민현항","명","233",
"성동구","한국국적을 취득한 자","60 - 69세","외국인 주민현항","명","149",
"성동구","한국국적을 취득한 자","70세 이상","외국인 주민현항","명","30",
"광진구","합계","계","외국인 주민현항","명","22612",
"광진구","합계","0 - 9세","외국인 주민현항","명","776",
"광진구","합계","10 - 19세","외국인 주민현항","명","1164",
"광진구","합계","20 - 29세","외국인 주민현항","명","6333",
"광진구","합계","30 - 39세","외국인 주민현항","명","3948",
"광진구","합계","40 - 49세","외국인 주민현항","명","3201",
"광진구","합계","50 - 59세","외국인 주민현항","명","4312",
"광진구","합계","60 - 69세","외국인 주민현항","명","2413",
"광진구","합계","70세 이상","외국인 주민현항","명","465",
"광진구","한국국적을 가지지 않은 자","계","외국인 주민현항","명","20925",
"광진구","한국국적을 가지지 않은 자","0 - 9세","외국인 주민현항","명","743",
"광진구","한국국적을 가지지 않은 자","10 - 19세","외국인 주민현항","명","1110",
"광진구","한국국적을 가지지 않은 자","20 - 29세","외국인 주민현항","명","6201",
"광진구","한국국적을 가지지 않은 자","30 - 39세","외국인 주민현항","명","3652",
"광진구","한국국적을 가지지 않은 자","40 - 49세","외국인 주민현항","명","2777",
"광진구","한국국적을 가지지 않은 자","50 - 59세","외국인 주민현항","명","3897",
"광진구","한국국적을 가지지 않은 자","60 - 69세","외국인 주민현항","명","2130",
"광진구","한국국적을 가지지 않은 자","70세 이상","외국인 주민현항","명","415",
"광진구","외국인근로자","계","외국인 주민현항","명","3808",
"광진구","외국인근로자","0 - 9세","외국인 주민현항","명","*",
"광진구","외국인근로자","10 - 19세","외국인 주민현항","명","*",
"광진구","외국인근로자","20 - 29세","외국인 주민현항","명","346",
"광진구","외국인근로자","30 - 39세","외국인 주민현항","명","622",
"광진구","외국인근로자","40 - 49세","외국인 주민현항","명","891",
"광진구","외국인근로자","50 - 59세","외국인 주민현항","명","1770",
"광진구","외국인근로자","60 - 69세","외국인 주민현항","명","172",
"광진구","외국인근로자","70세 이상","외국인 주민현항","명","*",
"광진구","결혼이민자","계","외국인 주민현항","명","1282",
"광진구","결혼이민자","0 - 9세","외국인 주민현항","명","*",
"광진구","결혼이민자","10 - 19세","외국인 주민현항","명","7",
"광진구","결혼이민자","20 - 29세","외국인 주민현항","명","159",
"광진구","결혼이민자","30 - 39세","외국인 주민현항","명","409",
"광진구","결혼이민자","40 - 49세","외국인 주민현항","명","274",
"광진구","결혼이민자","50 - 59세","외국인 주민현항","명","302",
"광진구","결혼이민자","60 - 69세","외국인 주민현항","명","119",
"광진구","결혼이민자","70세 이상","외국인 주민현항","명","12",
"광진구","유학생","계","외국인 주민현항","명","4926",
"광진구","유학생","0 - 9세","외국인 주민현항","명","*",
"광진구","유학생","10 - 19세","외국인 주민현항","명","757",
"광진구","유학생","20 - 29세","외국인 주민현항","명","3884",
"광진구","유학생","30 - 39세","외국인 주민현항","명","264",
"광진구","유학생","40 - 49세","외국인 주민현항","명","19",
"광진구","유학생","50 - 59세","외국인 주민현항","명","*",
"광진구","유학생","60 - 69세","외국인 주민현항","명","*",
"광진구","유학생","70세 이상","외국인 주민현항","명","*",
"광진구","외국국적동포","계","외국인 주민현항","명","4562",
"광진구","외국국적동포","0 - 9세","외국인 주민현항","명","6",
"광진구","외국국적동포","10 - 19세","외국인 주민현항","명","18",
"광진구","외국국적동포","20 - 29세","외국인 주민현항","명","586",
"광진구","외국국적동포","30 - 39세","외국인 주민현항","명","766",
"광진구","외국국적동포","40 - 49세","외국인 주민현항","명","517",
"광진구","외국국적동포","50 - 59세","외국인 주민현항","명","856",
"광진구","외국국적동포","60 - 69세","외국인 주민현항","명","1495",
"광진구","외국국적동포","70세 이상","외국인 주민현항","명","318",
"광진구","기타외국인","계","외국인 주민현항","명","6347",
"광진구","기타외국인","0 - 9세","외국인 주민현항","명","737",
"광진구","기타외국인","10 - 19세","외국인 주민현항","명","324",
"광진구","기타외국인","20 - 29세","외국인 주민현항","명","1226",
"광진구","기타외국인","30 - 39세","외국인 주민현항","명","1591",
"광진구","기타외국인","40 - 49세","외국인 주민현항","명","1076",
"광진구","기타외국인","50 - 59세","외국인 주민현항","명","967",
"광진구","기타외국인","60 - 69세","외국인 주민현항","명","344",
"광진구","기타외국인","70세 이상","외국인 주민현항","명","82",
"광진구","한국국적을 취득한 자","계","외국인 주민현항","명","1687",
"광진구","한국국적을 취득한 자","0 - 9세","외국인 주민현항","명","33",
"광진구","한국국적을 취득한 자","10 - 19세","외국인 주민현항","명","54",
"광진구","한국국적을 취득한 자","20 - 29세","외국인 주민현항","명","132",
"광진구","한국국적을 취득한 자","30 - 39세","외국인 주민현항","명","296",
"광진구","한국국적을 취득한 자","40 - 49세","외국인 주민현항","명","424",
"광진구","한국국적을 취득한 자","50 - 59세","외국인 주민현항","명","415",
"광진구","한국국적을 취득한 자","60 - 69세","외국인 주민현항","명","283",
"광진구","한국국적을 취득한 자","70세 이상","외국인 주민현항","명","50",
"동대문구","합계","계","외국인 주민현항","명","22446",
"동대문구","합계","0 - 9세","외국인 주민현항","명","439",
"동대문구","합계","10 - 19세","외국인 주민현항","명","1373",
"동대문구","합계","20 - 29세","외국인 주민현항","명","10288",
"동대문구","합계","30 - 39세","외국인 주민현항","명","3727",
"동대문구","합계","40 - 49세","외국인 주민현항","명","2641",
"동대문구","합계","50 - 59세","외국인 주민현항","명","2415",
"동대문구","합계","60 - 69세","외국인 주민현항","명","1270",
"동대문구","합계","70세 이상","외국인 주민현항","명","293",
"동대문구","한국국적을 가지지 않은 자","계","외국인 주민현항","명","21049",
"동대문구","한국국적을 가지지 않은 자","0 - 9세","외국인 주민현항","명","399",
"동대문구","한국국적을 가지지 않은 자","10 - 19세","외국인 주민현항","명","1312",
"동대문구","한국국적을 가지지 않은 자","20 - 29세","외국인 주민현항","명","10165",
"동대문구","한국국적을 가지지 않은 자","30 - 39세","외국인 주민현항","명","3430",
"동대문구","한국국적을 가지지 않은 자","40 - 49세","외국인 주민현항","명","2295",
"동대문구","한국국적을 가지지 않은 자","50 - 59세","외국인 주민현항","명","2121",
"동대문구","한국국적을 가지지 않은 자","60 - 69세","외국인 주민현항","명","1071",
"동대문구","한국국적을 가지지 않은 자","70세 이상","외국인 주민현항","명","256",
"동대문구","외국인근로자","계","외국인 주민현항","명","1699",
"동대문구","외국인근로자","0 - 9세","외국인 주민현항","명","*",
"동대문구","외국인근로자","10 - 19세","외국인 주민현항","명","*",
"동대문구","외국인근로자","20 - 29세","외국인 주민현항","명","262",
"동대문구","외국인근로자","30 - 39세","외국인 주민현항","명","326",
"동대문구","외국인근로자","40 - 49세","외국인 주민현항","명","388",
"동대문구","외국인근로자","50 - 59세","외국인 주민현항","명","652",
"동대문구","외국인근로자","60 - 69세","외국인 주민현항","명","59",
"동대문구","외국인근로자","70세 이상","외국인 주민현항","명","8",
"동대문구","결혼이민자","계","외국인 주민현항","명","1212",
"동대문구","결혼이민자","0 - 9세","외국인 주민현항","명","*",
"동대문구","결혼이민자","10 - 19세","외국인 주민현항","명","6",
"동대문구","결혼이민자","20 - 29세","외국인 주민현항","명","171",
